Trip_ID,Trip_Distance,Type_of_Cab,Customer_Since_Months,Life_Style_Index,Confidence_Life_Style_Index,Destination_Type,Customer_Rating,Cancellation_Last_1Month,Var1,Var2,Var3,Gender,label
T0005696009,22.93,E,2.0,2.62972,C,B,2.2025,1,35.0,56,73,Male,3
T0005696010,26.92,A,0.0,2.86652,A,A,2.58875,1,,61,95,Female,1
T0005696011,22.04,B,8.0,3.35697,C,A,3.77875,3,,48,66,Male,2
T0005696012,41.8,C,0.0,2.72607,C,A,0.06125,2,,53,66,Male,2
T0005696013,47.27,D,10.0,2.83058,C,B,2.71125,1,73.0,50,65,Male,3
T0005696015,106.85,D,6.0,3.18804,C,C,3.28125,1,,47,80,Male,2
T0005696016,55.36,,,2.61326,B,A,1.425,0,,48,73,Male,3
T0005696017,27.11,D,,,,A,1.185,0,55.0,45,76,Female,3
T0005696018,62.85,C,2.0,3.03537,C,A,3.43125,2,,54,86,Male,2
T0005696020,5.1,B,4.0,2.5142,B,A,3.2325,2,,50,61,Male,2
T0005696021,91.97,C,3.0,2.95854,B,A,1.3,0,39.0,54,69,Male,2
T0005696022,31.88,D,10.0,2.86026,C,A,1.79125,2,89.0,50,90,Male,3
T0005696023,38.74,A,3.0,2.55347,C,A,2.205,0,93.0,50,69,Male,3
T0005696024,30.82,C,7.0,2.57497,B,A,1.85125,0,,49,66,Male,2
T0005696025,36.72,,1.0,2.53913,A,B,2.87,0,38.0,58,84,Male,1
T0005696028,29.27,C,10.0,2.36944,C,A,1.71875,2,82.0,49,67,Male,2
T0005696030,21.32,B,10.0,3.30148,B,D,3.7975,2,77.0,57,95,Female,2
T0005696031,47.67,C,9.0,3.00028,A,A,1.46125,0,,51,75,Male,2
T0005696032,36.58,B,3.0,,,B,2.64125,0,,45,71,Female,2
T0005696034,35.83,E,10.0,2.63973,B,A,2.0875,0,,49,69,Male,3
T0005696035,64.34,E,10.0,2.95786,C,A,3.88,2,,57,93,Male,3
T0005696036,11.88,B,,2.39159,B,A,2.0175,0,92.0,48,94,Male,2
T0005696038,37.31,B,2.0,,,M,4.66625,1,,45,58,Female,1
T0005696041,36.96,A,10.0,2.90547,B,B,4.72625,0,50.0,48,74,Female,1
T0005696042,43.35,A,1.0,2.56484,B,A,1.96,3,,59,78,Male,1
T0005696044,47.71,C,3.0,2.83993,C,A,1.65875,0,71.0,51,76,Male,3
T0005696046,62.25,A,10.0,2.80938,B,A,1.93125,3,46.0,55,96,Male,3
T0005696049,71.05,C,1.0,2.83903,B,A,1.9975,0,37.0,53,68,Male,3
T0005696050,58.85,C,10.0,2.65498,B,A,0.27375,1,,49,62,Female,3
T0005696052,27.12,E,8.0,2.67972,A,A,1.84,3,,52,71,Male,3
T0005696053,61.36,C,,3.09682,C,A,3.6025,0,32.0,46,68,Female,2
T0005696057,31.79,C,10.0,,,A,3.245,0,,45,62,Male,2
T0005696062,60.2,D,1.0,3.00306,B,B,2.27125,0,34.0,61,83,Female,2
T0005696065,55.68,C,10.0,2.66615,C,A,3.13875,0,,50,70,Male,2
T0005696066,21.69,C,8.0,2.5505,A,B,2.70625,1,,52,84,Male,2
T0005696067,33.66,,10.0,2.7277,B,A,4.54875,2,51.0,49,75,Male,3
T0005696069,26.58,D,10.0,2.94397,C,E,2.91,2,67.0,50,77,Male,3
T0005696072,90.85,D,10.0,2.97272,C,A,1.535,2,,57,97,Female,3
T0005696073,37.71,D,10.0,2.9325,C,G,3.8825,3,,50,68,Male,3
T0005696074,66.27,D,9.0,2.78295,C,A,2.14125,1,73.0,51,78,Female,3
T0005696075,77.48,A,1.0,2.71809,C,A,3.065,0,39.0,53,102,Male,3
T0005696077,18.04,A,10.0,2.77804,A,A,2.2525,1,,52,72,Male,1
T0005696078,75.48,B,6.0,,,A,3.3925,1,35.0,52,75,Female,2
T0005696080,61.47,B,8.0,2.67759,C,B,3.375,0,,46,64,Male,2
T0005696081,38.31,A,10.0,2.8528,B,A,3.90125,0,,49,71,Male,1
T0005696082,56.85,E,1.0,,,A,1.2575,3,45.0,47,71,Male,3
T0005696083,63.73,D,10.0,2.70824,B,B,3.75125,0,,43,61,Female,3
T0005696085,86.49,B,10.0,2.96466,C,F,3.795,0,,46,63,Male,2
T0005696086,25.05,C,5.0,2.38274,C,D,4.0275,0,,44,55,Male,2
T0005696087,64.73,E,1.0,3.1108,C,A,2.95375,0,,55,86,Female,1
T0005696088,68.68,,8.0,2.70146,B,A,1.01125,2,,51,67,Male,3
T0005696089,47.26,B,0.0,,,C,3.73375,0,91.0,48,72,Female,2
T0005696090,108.89,,2.0,2.99795,B,A,4.01625,2,,45,57,Female,3
T0005696093,29.83,D,,2.51286,B,A,3.5875,0,,46,60,Male,3
T0005696096,39.79,A,6.0,2.9681,C,A,3.59625,3,,53,81,Male,1
T0005696100,13.39,A,,2.51883,B,E,2.31875,1,,43,54,Male,2
T0005696104,44.88,C,5.0,,,A,3.71625,2,38.0,54,71,Male,2
T0005696107,56.02,A,5.0,2.94775,A,A,1.995,0,44.0,56,109,Male,1
T0005696108,14.24,B,7.0,2.69069,A,A,2.175,0,,50,77,Female,2
T0005696109,29.47,C,7.0,2.46611,A,A,1.94625,2,,53,65,Male,3
T0005696111,67.31,D,0.0,2.75988,B,A,0.85875,1,,62,86,Male,3
T0005696112,83.22,A,4.0,2.97963,B,A,2.46125,2,,69,112,Male,3
T0005696114,37.68,,10.0,3.39868,B,A,2.9475,0,43.0,47,64,Male,3
T0005696115,9.37,D,1.0,,,I,0.8175,0,,77,107,Female,3
T0005696118,47.85,A,10.0,2.83608,C,A,2.04125,1,78.0,51,74,Male,2
T0005696119,30.87,B,1.0,2.73947,C,B,0.545,0,35.0,54,78,Male,2
T0005696120,19.34,A,6.0,2.88006,B,E,1.97375,0,,55,94,Female,1
T0005696125,50.44,C,6.0,2.69826,B,A,1.42375,6,,49,92,Male,2
T0005696128,17.9,D,0.0,3.11256,A,D,3.34875,1,,50,77,Male,3
T0005696134,42.98,E,2.0,2.55494,C,B,3.6525,2,71.0,61,105,Male,2
T0005696135,27.03,E,3.0,2.78357,B,A,4.2575,1,,46,59,Male,3
T0005696138,34.19,B,10.0,2.69999,C,A,2.67375,0,88.0,52,78,Male,2
T0005696139,53.98,C,3.0,,,D,3.39125,1,46.0,62,92,Male,2
T0005696142,81.51,,10.0,2.78188,C,D,0.5325,0,,46,73,Male,3
T0005696143,36.19,D,10.0,,,B,3.625,2,,55,75,Female,1
T0005696144,69.8,C,5.0,2.78204,B,A,1.31,0,,49,86,Female,2
T0005696145,43.71,E,5.0,2.60994,B,B,2.04125,1,,61,74,Male,3
T0005696146,34.61,C,10.0,,,A,2.54125,3,,57,81,Female,2
T0005696148,39.66,D,10.0,,,A,4.21375,0,60.0,54,109,Male,1
T0005696150,73.96,B,0.0,3.16289,C,A,3.2575,1,,47,75,Male,2
T0005696154,36.52,B,0.0,2.60617,B,F,4.29125,0,,47,59,Male,3
T0005696155,56.51,E,2.0,2.93427,C,A,2.1025,1,,51,73,Female,3
T0005696156,43.25,A,4.0,2.60361,A,A,1.74,0,98.0,45,65,Male,1
T0005696157,36.67,A,5.0,2.9669,A,G,4.9275,0,,46,57,Female,1
T0005696158,73.11,,10.0,2.83918,B,B,4.08875,0,36.0,48,73,Male,1
T0005696159,24.14,,2.0,2.66043,C,L,3.47625,6,,52,72,Male,3
T0005696160,40.15,B,8.0,2.6576,B,A,2.93625,0,91.0,57,90,Male,1
T0005696161,37.05,D,9.0,2.55086,C,B,3.66625,0,45.0,45,64,Male,3
T0005696162,9.37,C,2.0,2.75754,A,L,3.17875,3,,46,61,Male,2
T0005696164,75.69,C,5.0,2.7295,C,B,3.06875,1,59.0,48,70,Male,2
T0005696167,81.85,B,10.0,2.92593,B,D,2.99125,0,101.0,46,64,Male,2
T0005696169,11.97,B,10.0,,,A,3.5625,0,79.0,49,62,Male,2
T0005696171,45.51,A,10.0,3.04862,A,A,3.6325,0,33.0,46,81,Female,2
T0005696172,27.43,,10.0,2.77861,A,G,3.8325,0,55.0,59,93,Male,2
T0005696175,57.82,E,6.0,2.67507,C,A,2.48375,0,70.0,48,69,Male,3
T0005696176,5.97,B,5.0,2.76428,A,A,4.5125,1,,48,67,Male,3
T0005696177,8.5,B,,2.59606,C,B,4.21625,0,35.0,48,80,Female,2
T0005696178,4.13,,10.0,2.59578,A,A,2.9775,0,,48,63,Female,2
T0005696179,25.99,A,10.0,2.81285,A,A,3.9825,0,,51,71,Male,1
T0005696180,43.77,C,3.0,3.0065,C,B,3.68875,0,,48,67,Male,3
T0005696181,46.79,E,10.0,2.8996,A,H,3.265,0,35.0,52,90,Female,2
T0005696183,44.66,B,0.0,2.73488,B,A,1.16875,0,,49,81,Male,2
T0005696185,23.46,D,4.0,3.05803,A,E,4.225,1,104.0,58,96,Male,1
T0005696186,22.52,B,10.0,2.76289,C,B,2.13375,1,84.0,57,71,Male,2
T0005696187,18.5,A,4.0,2.83983,C,K,3.11,0,108.0,47,63,Male,2
T0005696189,40.72,,0.0,2.74201,B,B,2.09,0,61.0,47,62,Male,2
T0005696193,107.55,C,7.0,3.30097,C,A,2.44125,0,,57,83,Male,2
T0005696194,36.2,B,,2.52054,B,B,2.0025,0,54.0,52,78,Male,2
T0005696195,103.45,C,10.0,2.83641,B,A,1.70375,0,42.0,53,78,Female,2
T0005696196,40.62,C,5.0,,,A,2.8075,1,,52,75,Male,3
T0005696198,108.13,D,7.0,,,A,0.8275,3,,56,82,Male,3
T0005696201,47.53,C,9.0,3.24491,C,H,4.23125,0,35.0,49,70,Male,2
T0005696202,17.46,B,5.0,2.72787,C,A,2.83125,0,73.0,57,84,Male,2
T0005696203,69.53,B,5.0,,,A,3.68375,3,,48,71,Male,2
T0005696204,87.54,B,4.0,3.04016,C,A,3.5275,0,,52,76,Male,1
T0005696205,36.84,,8.0,,,A,3.3725,1,,48,71,Male,2
T0005696206,55.2,B,9.0,2.85559,C,A,3.54,1,,46,86,Male,2
T0005696207,51.1,,10.0,,,B,3.7925,0,,48,67,Male,1
T0005696209,16.17,C,10.0,,,A,3.3825,0,,53,76,Male,2
T0005696210,44.63,,3.0,2.61517,A,A,3.68875,1,,47,60,Female,2
T0005696214,106.98,C,10.0,3.15852,C,A,3.7225,3,,54,77,Male,2
T0005696216,107.56,C,3.0,3.44568,C,C,4.1475,0,54.0,50,71,Female,2
T0005696219,30.51,C,4.0,2.8586,A,A,4.10375,1,40.0,45,66,Male,2
T0005696220,5.02,B,5.0,2.81715,A,B,4.27375,0,,48,60,Male,2
T0005696221,37.09,D,6.0,,,A,1.69,0,,53,82,Male,3
T0005696222,50.42,D,,2.67338,B,A,1.45875,1,102.0,56,75,Male,3
T0005696223,43.95,A,0.0,2.84964,A,A,4.11375,2,,45,68,Female,1
T0005696224,24.28,,10.0,2.85422,B,A,0.76625,1,68.0,56,78,Male,3
T0005696226,15.7,D,1.0,2.85366,A,A,3.64125,1,53.0,52,83,Female,3
T0005696228,54.5,E,3.0,,,B,1.145,1,,56,74,Male,2
T0005696229,58.2,A,10.0,2.80687,C,D,3.89,2,,51,72,Male,2
T0005696230,23.04,E,0.0,2.77462,C,D,2.205,2,60.0,48,65,Male,3
T0005696233,55.94,C,10.0,2.77304,A,A,3.7625,2,,45,65,Male,2
T0005696234,43.58,C,5.0,2.8037,B,A,3.295,1,62.0,44,65,Male,3
T0005696235,24.9,C,10.0,3.36143,C,A,4.5875,1,,44,68,Male,2
T0005696236,32.26,D,2.0,2.99985,B,B,3.27125,2,70.0,50,95,Male,2
T0005696237,46.36,B,0.0,2.85587,C,A,3.0875,0,56.0,50,79,Female,2
T0005696238,30.36,C,10.0,,,A,3.3175,0,40.0,49,68,Female,2
T0005696239,91.08,E,6.0,2.8764,B,A,2.71375,0,39.0,52,75,Male,3
T0005696241,91.94,A,10.0,3.07822,A,B,4.04,0,,53,70,Female,1
T0005696242,17.12,A,10.0,2.66958,B,B,1.6725,0,,59,80,Male,1
T0005696244,73.99,E,4.0,2.89851,B,A,3.28,2,42.0,49,72,Female,3
T0005696245,1.79,B,5.0,,,A,3.46625,0,,48,81,Male,2
T0005696246,31.85,C,10.0,2.85255,B,A,3.2125,1,,49,77,Male,3
T0005696247,29.33,C,5.0,2.74368,B,A,1.41375,0,46.0,57,91,Male,2
T0005696248,22.46,D,,2.46786,B,A,3.915,0,76.0,46,58,Male,3
T0005696249,79.47,C,10.0,2.75546,C,A,2.20125,0,53.0,52,72,Male,2
T0005696250,91.16,E,10.0,,,A,3.7975,0,,51,73,Male,3
T0005696252,90.84,A,10.0,2.9481,B,A,2.23,2,,48,89,Male,3
T0005696253,34.32,C,3.0,2.46824,C,B,3.31,0,,48,62,Female,2
T0005696254,47.12,D,10.0,2.80554,A,A,3.31,0,82.0,46,64,Male,2
T0005696255,20.75,B,10.0,2.62137,A,A,3.855,1,72.0,50,95,Male,2
T0005696256,24.16,,2.0,2.77741,B,E,3.285,0,,66,83,Male,1
T0005696257,47.61,B,10.0,3.05708,A,A,3.73125,0,36.0,56,82,Male,1
T0005696260,25.94,A,10.0,,,B,2.42375,0,,45,60,Male,2
T0005696261,62.59,,10.0,,,B,3.72375,0,92.0,49,78,Male,2
T0005696262,67.82,C,8.0,2.69345,B,A,2.7775,1,51.0,48,73,Male,3
T0005696263,30.94,A,9.0,,,A,3.88375,0,,43,66,Male,1
T0005696266,56.66,C,0.0,2.92744,C,B,3.12125,1,,57,76,Male,2
T0005696267,36.45,B,10.0,2.95294,B,A,2.43125,1,36.0,69,102,Male,2
T0005696269,30.64,A,2.0,2.60154,A,A,3.1175,0,,67,89,Female,1
T0005696270,8.33,,9.0,2.80947,A,B,3.09625,2,72.0,48,67,Male,2
T0005696271,22.94,B,,2.69505,B,C,4.42125,1,78.0,47,76,Male,2
T0005696275,50.17,B,6.0,3.03941,A,A,2.94625,1,106.0,54,82,Male,2
T0005696284,54.09,,8.0,3.35371,C,L,3.51,2,74.0,53,103,Male,3
T0005696285,35.44,B,9.0,2.93006,A,B,1.7825,1,47.0,61,99,Male,2
T0005696286,90.97,D,2.0,3.17548,B,A,2.81875,0,40.0,55,105,Male,3
T0005696287,43.18,E,6.0,,,A,1.22375,0,,48,66,Male,3
T0005696289,21.16,A,10.0,2.64739,A,C,3.29,2,85.0,54,76,Male,3
T0005696290,22.6,A,7.0,2.84974,A,G,4.0275,0,111.0,55,82,Female,1
T0005696291,30.07,C,2.0,2.36235,B,B,3.57,2,,47,58,Male,3
T0005696294,32.77,D,1.0,2.79363,C,A,1.53,1,57.0,55,84,Male,2
T0005696295,4.75,C,4.0,3.05794,A,A,1.92375,1,83.0,55,105,Male,2
T0005696296,40.98,C,6.0,2.65179,A,A,2.39375,0,,47,68,Male,2
T0005696298,32.22,B,10.0,2.55095,C,A,1.85875,0,57.0,46,64,Female,3
T0005696300,29.73,,3.0,2.97255,A,A,2.94125,0,40.0,49,66,Female,1
T0005696303,11.55,C,1.0,2.29511,A,A,1.7225,0,,48,61,Male,3
T0005696305,48.55,B,10.0,3.05619,B,A,3.76625,1,42.0,59,83,Male,2
T0005696306,65.02,A,3.0,2.69236,C,B,2.28125,1,,51,64,Female,3
T0005696307,22.04,C,3.0,2.47737,B,A,1.95,3,,52,67,Male,2
T0005696308,25.12,C,0.0,3.1737,B,J,3.34,0,72.0,49,69,Female,2
T0005696309,44.89,B,1.0,2.55341,A,A,1.785,0,,49,69,Female,1
T0005696311,31.3,B,7.0,2.50657,A,A,2.12625,0,77.0,48,68,Male,1
T0005696312,30.55,B,10.0,2.95742,C,B,2.755,0,,48,64,Male,1
T0005696313,28.35,B,9.0,,,A,3.90375,0,,50,77,Male,2
T0005696317,6.34,D,0.0,2.61997,C,E,3.99625,0,,50,67,Male,2
T0005696318,31.4,A,10.0,2.62629,A,B,1.46375,0,77.0,52,84,Female,1
T0005696321,65.35,E,4.0,,,A,0.465,0,,49,66,Male,3
T0005696325,35.99,C,10.0,2.73321,B,A,2.16875,3,43.0,46,97,Female,3
T0005696327,62.78,A,3.0,2.95202,B,A,3.58,3,,56,72,Male,1
T0005696328,43.77,,10.0,2.69186,C,A,1.755,1,,57,80,Male,2
T0005696329,14.65,C,0.0,2.95194,C,A,3.635,2,,44,81,Male,2
T0005696331,21.93,B,2.0,2.69451,A,A,3.84125,0,105.0,46,78,Male,2
T0005696332,25.38,B,6.0,,,B,3.86,0,,51,64,Female,1
T0005696333,2.99,,10.0,2.83467,C,C,3.67,0,,48,76,Female,2
T0005696335,31.29,A,0.0,,,A,3.62375,0,,47,66,Male,2
T0005696337,52.52,C,8.0,2.57274,B,A,3.555,0,,53,69,Male,3
T0005696340,42.36,C,10.0,3.00139,C,A,2.1725,1,77.0,53,95,Female,2
T0005696342,70.05,E,4.0,2.89823,B,A,2.04125,1,,64,86,Female,3
T0005696345,29.03,A,10.0,2.78285,C,A,3.43,0,,50,71,Female,1
T0005696346,68.61,B,10.0,2.69925,B,A,3.53875,0,64.0,49,78,Male,2
T0005696347,63.04,C,,2.90756,B,C,1.975,1,54.0,55,77,Male,3
T0005696348,6.24,,10.0,2.78456,C,D,3.49,0,108.0,50,66,Male,2
T0005696351,32.1,C,6.0,2.61193,B,A,2.73125,1,,51,68,Female,2
T0005696353,14.47,C,7.0,2.65494,B,A,0.66125,0,,53,81,Female,3
T0005696354,8.82,B,2.0,,,A,1.5575,0,,52,84,Male,2
T0005696355,45.46,C,10.0,,,A,2.59,1,45.0,56,81,Male,3
T0005696356,39.11,,10.0,2.92475,B,A,3.54375,1,75.0,47,78,Male,2
T0005696357,100.34,E,2.0,,,A,2.6,0,63.0,53,87,Male,3
T0005696358,66.99,C,3.0,3.16501,B,B,4.24875,3,55.0,46,69,Male,3
T0005696359,35.66,B,10.0,2.84071,A,A,4.18375,1,69.0,45,73,Male,2
T0005696360,38.27,A,3.0,2.60453,A,A,1.2925,0,,52,78,Male,1
T0005696361,11.95,A,5.0,2.71589,A,G,2.80875,0,,47,65,Female,1
T0005696362,29.02,C,2.0,2.65153,A,B,1.00375,2,40.0,69,107,Male,2
T0005696363,18.52,A,7.0,2.93033,A,A,3.0975,0,,57,76,Male,3
T0005696364,7.98,,2.0,2.33385,B,G,3.375,3,,50,62,Male,3
T0005696365,31.99,B,1.0,,,A,1.73625,0,,49,70,Male,1
T0005696368,44.9,C,9.0,2.61452,A,A,1.6825,1,,50,71,Female,2
T0005696369,20.22,B,10.0,2.84022,A,A,3.0675,1,,48,72,Female,2
T0005696370,54.91,B,10.0,2.99617,A,A,3.82,0,41.0,48,61,Male,2
T0005696371,7.67,,10.0,2.78153,B,A,2.4075,1,,49,75,Male,1
T0005696374,29.46,C,10.0,,,A,1.63875,0,46.0,54,85,Female,2
T0005696376,58.0,E,5.0,,,B,2.52375,1,,49,64,Male,2
T0005696377,7.69,D,0.0,2.33726,A,E,2.98625,0,,43,55,Male,2
T0005696378,6.18,A,10.0,,,D,2.6375,1,,50,67,Male,3
T0005696379,31.98,B,10.0,2.93418,C,B,1.7625,0,,50,71,Male,2
T0005696380,93.42,C,10.0,2.87493,B,A,1.98625,0,,47,64,Female,2
T0005696384,34.11,,2.0,2.715,A,A,1.50875,0,,54,74,Male,2
T0005696385,50.14,C,2.0,2.80426,B,B,3.78,0,,49,62,Male,2
T0005696386,38.33,C,10.0,2.64812,B,A,2.92875,1,48.0,48,62,Male,3
T0005696387,41.34,A,10.0,,,B,2.10625,0,54.0,53,77,Male,2
T0005696389,5.73,A,10.0,2.54828,A,N,4.02,0,92.0,43,73,Male,2
T0005696390,6.35,D,10.0,2.5832,A,C,2.0225,0,34.0,45,67,Male,2
T0005696391,58.75,C,10.0,2.89285,C,A,1.83,0,53.0,54,83,Male,2
T0005696392,52.65,A,6.0,2.93126,A,B,3.54,0,,53,87,Female,1
T0005696393,7.76,C,5.0,,,D,3.20625,0,67.0,47,65,Male,3
T0005696394,28.25,A,5.0,2.73409,B,H,3.855,0,,49,74,Male,1
T0005696395,55.57,,3.0,2.70395,A,B,1.935,0,61.0,55,103,Male,1
T0005696401,41.06,B,6.0,2.5947,B,A,3.11875,0,63.0,50,70,Male,2
T0005696403,60.13,,7.0,,,A,2.60625,0,,46,69,Male,3
T0005696404,8.85,B,1.0,2.61114,A,D,3.59,0,,47,78,Male,2
T0005696405,86.75,A,7.0,3.00889,A,A,2.5675,0,,56,81,Male,1
T0005696408,46.1,C,6.0,2.69306,B,A,1.02125,0,,57,73,Male,2
T0005696409,23.14,,10.0,,,K,3.35125,0,32.0,46,67,Male,3
T0005696410,62.78,C,10.0,2.9308,C,B,2.6575,1,,62,80,Male,3
T0005696411,18.19,D,10.0,2.65038,C,A,2.2275,0,,52,66,Female,3
T0005696412,59.8,E,6.0,2.69835,C,A,2.89125,0,70.0,53,81,Male,3
T0005696414,44.75,C,4.0,,,A,2.53625,0,55.0,50,80,Female,2
T0005696416,78.05,C,10.0,,,A,2.56375,0,,48,64,Male,2
T0005696417,30.35,B,7.0,2.7846,C,B,3.7,2,,50,72,Female,1
T0005696418,43.7,C,,,,A,1.83,0,52.0,59,97,Male,3
T0005696420,13.15,C,,2.29343,B,A,2.995,2,57.0,51,65,Male,2
T0005696421,76.81,C,9.0,2.97963,B,A,3.1025,2,70.0,48,70,Male,2
T0005696424,29.17,,10.0,2.81204,A,A,2.72625,0,,58,89,Male,1
T0005696425,67.73,D,10.0,,,B,2.6125,1,49.0,52,76,Male,3
T0005696426,35.42,A,10.0,3.1617,C,A,4.55875,1,67.0,53,84,Male,1
T0005696427,72.82,C,10.0,2.84931,B,B,2.24,0,50.0,49,71,Male,3
T0005696428,72.47,D,0.0,,,B,3.8975,2,,52,64,Female,3
T0005696430,80.31,E,9.0,,,A,3.43875,1,,51,69,Male,3
T0005696431,109.16,C,3.0,3.01882,B,A,1.43125,0,,57,97,Male,3
T0005696433,85.03,A,10.0,,,A,4.64125,0,49.0,44,71,Male,1
T0005696434,31.19,D,5.0,2.60037,B,B,1.235,1,88.0,48,65,Female,3
T0005696435,29.9,,10.0,2.65813,A,A,3.47375,0,,43,74,Male,2
T0005696436,35.63,D,7.0,2.8228,B,A,3.15125,2,,49,73,Male,3
T0005696437,20.73,,1.0,2.46552,A,A,2.6875,1,,47,61,Male,3
T0005696438,85.98,C,10.0,2.96497,C,A,1.72125,0,,53,77,Male,1
T0005696440,61.33,D,3.0,,,A,3.52125,0,,50,62,Male,3
T0005696444,31.57,A,10.0,2.90292,C,A,3.22,1,,52,66,Male,2
T0005696445,33.4,D,5.0,2.48596,B,A,3.62,0,43.0,44,68,Female,3
T0005696446,32.1,B,4.0,2.47084,A,A,1.985,0,,48,59,Male,2
T0005696447,16.98,,10.0,2.74717,A,C,3.2975,1,,56,85,Male,1
T0005696449,33.08,B,9.0,2.49859,B,C,3.38875,0,,46,60,Male,2
T0005696450,86.64,A,5.0,3.27977,C,B,3.63,1,,54,97,Male,1
T0005696451,24.11,,,,,A,1.50125,2,78.0,48,88,Female,2
T0005696452,8.38,B,10.0,2.63036,B,A,3.41,0,64.0,49,84,Male,2
T0005696453,85.84,D,5.0,2.95659,C,A,2.45375,2,106.0,51,87,Male,3
T0005696454,12.47,,3.0,2.79943,C,B,2.7775,0,,52,71,Female,3
T0005696455,108.38,A,2.0,,,B,1.685,1,,59,73,Male,1
T0005696458,22.05,A,0.0,2.92609,C,A,2.8025,1,52.0,56,95,Male,1
T0005696460,57.83,B,7.0,,,C,2.78125,0,,46,57,Male,2
T0005696462,74.66,A,5.0,2.92867,A,B,3.24875,2,112.0,51,86,Male,1
T0005696463,88.19,B,10.0,,,E,4.4025,1,45.0,46,60,Male,3
T0005696464,45.57,B,8.0,3.19189,B,A,4.89125,0,,44,63,Male,2
T0005696465,24.72,,3.0,2.8534,A,A,3.84125,1,,45,56,Male,1
T0005696469,61.31,D,10.0,2.96225,B,A,3.3925,2,70.0,51,81,Male,3
T0005696470,11.86,B,2.0,3.04348,A,J,3.94625,0,37.0,55,75,Male,2
T0005696471,20.43,B,10.0,3.03241,A,A,3.56875,1,,48,74,Female,2
T0005696473,74.84,B,3.0,2.96038,A,A,3.01125,0,92.0,55,74,Male,2
T0005696474,15.49,B,3.0,3.20684,C,G,4.03125,0,87.0,53,84,Female,2
T0005696475,108.82,D,9.0,2.97654,B,B,2.55375,0,,53,81,Male,2
T0005696476,18.45,A,10.0,,,F,3.13625,0,,55,72,Female,1
T0005696477,18.99,B,6.0,2.7071,C,A,3.15,0,,49,65,Male,2
T0005696478,23.31,C,3.0,2.8754,C,A,3.5,1,,47,62,Female,2
T0005696479,107.82,B,10.0,2.99239,B,A,2.8775,0,,55,82,Female,2
T0005696481,49.67,,10.0,2.60815,C,A,0.85625,0,58.0,46,72,Female,3
T0005696483,30.5,D,10.0,2.75569,B,A,3.99,0,,47,58,Male,2
T0005696484,106.61,E,10.0,,,A,2.175,1,,59,83,Female,3
T0005696485,30.55,C,10.0,3.20144,A,H,2.59,0,,53,98,Male,1
T0005696488,32.34,,10.0,2.91926,B,A,3.10125,0,75.0,53,73,Male,2
T0005696492,63.6,A,10.0,2.91525,B,A,2.025,1,,48,76,Female,3
T0005696495,30.13,C,5.0,2.65589,A,A,2.91,2,44.0,49,80,Female,1
T0005696496,32.43,A,10.0,2.77521,A,B,4.17,0,61.0,55,79,Male,1
T0005696497,37.18,A,1.0,2.74646,A,A,1.5175,0,,55,70,Female,1
T0005696498,44.29,A,9.0,2.65039,A,A,2.74375,0,,44,66,Female,3
T0005696500,31.75,,9.0,2.95659,A,A,1.82875,0,75.0,50,79,Male,1
T0005696501,25.55,B,0.0,2.61469,C,G,4.5425,2,,43,55,Male,2
T0005696505,52.52,B,10.0,2.99966,A,A,2.845,3,68.0,50,77,Female,2
T0005696506,20.91,A,3.0,2.53949,A,A,3.49625,1,,46,65,Male,1
T0005696508,54.98,D,10.0,3.05944,C,A,4.075,0,38.0,50,80,Male,2
T0005696509,15.27,C,4.0,2.58475,A,A,3.05875,1,,45,60,Male,2
T0005696512,62.96,C,3.0,2.69155,C,A,1.10875,1,42.0,54,92,Female,2
T0005696513,44.8,,5.0,2.84537,C,E,3.1825,0,57.0,48,79,Male,1
T0005696514,50.31,A,10.0,2.88802,C,B,3.90375,1,70.0,53,91,Male,3
T0005696516,63.67,B,8.0,2.82537,B,A,2.46375,0,51.0,47,101,Male,1
T0005696518,62.08,D,9.0,2.76734,C,A,3.7275,1,,49,77,Male,3
T0005696520,46.06,E,4.0,,,B,3.42875,0,,45,60,Male,3
T0005696521,58.77,A,1.0,2.98246,B,B,2.73875,0,107.0,60,93,Male,1
T0005696522,28.51,C,10.0,2.82313,C,A,2.70625,1,,46,58,Male,2
T0005696523,77.36,D,0.0,,,A,2.09,0,47.0,59,94,Male,3
T0005696524,23.37,A,10.0,2.70283,B,A,3.05625,2,,58,75,Male,3
T0005696527,16.52,C,6.0,2.31626,A,E,3.7475,0,,44,54,Male,3
T0005696528,63.06,A,5.0,,,A,3.085,2,93.0,58,86,Female,1
T0005696529,44.38,A,4.0,3.25698,C,B,3.3975,0,,56,82,Male,1
T0005696531,3.06,A,10.0,2.47095,A,A,2.4,0,,47,76,Male,1
T0005696533,39.83,A,,,,A,3.81375,0,107.0,51,66,Male,1
T0005696534,45.62,,10.0,,,B,3.76125,0,,49,62,Female,2
T0005696537,91.18,,10.0,,,A,1.83125,0,48.0,58,95,Male,2
T0005696538,60.41,,10.0,,,A,1.265,0,,61,97,Male,1
T0005696542,46.56,B,,,,A,2.03,1,106.0,53,100,Male,2
T0005696545,30.01,C,0.0,2.83262,C,A,3.025,2,86.0,52,71,Male,3
T0005696547,61.32,C,5.0,,,A,3.6125,0,,51,70,Male,3
T0005696549,87.34,C,10.0,3.16737,B,B,2.6375,1,,57,87,Female,3
