ticket,requestor,RequestorSeniority,ITOwner,FiledAgainst,TicketType,Severity,Priority,daysOpen,label
4641,1075,1 - Junior,37,Access/Login,Request,2 - Normal,1 - Low,2,2 - Satisfied
4642,1648,3 - Senior,20,Software,Request,2 - Normal,0 - Unassigned,2,2 - Satisfied
4643,965,2 - Regular,38,Access/Login,Issue,2 - Normal,3 - High,0,2 - Satisfied
4644,668,2 - Regular,6,Systems,Issue,2 - Normal,3 - High,9,2 - Satisfied
4645,798,4 - Management,19,Software,Request,3 - Major,3 - High,11,0 - Unknown
4646,228,4 - Management,36,Software,Request,2 - Normal,3 - High,5,0 - Unknown
4647,548,4 - Management,31,Software,Request,2 - Normal,3 - High,5,3 - Highly satisfied
4648,1783,3 - Senior,45,Systems,Request,2 - Normal,0 - Unassigned,7,3 - Highly satisfied
4649,1655,3 - Senior,36,Software,Request,2 - Normal,3 - High,4,1 - Unsatisfied
4650,1690,4 - Management,7,Hardware,Request,2 - Normal,3 - High,29,0 - Unknown
4651,788,2 - Regular,39,Access/Login,Request,2 - Normal,2 - Medium,0,1 - Unsatisfied
4652,5,2 - Regular,50,Systems,Request,2 - Normal,2 - Medium,17,1 - Unsatisfied
4653,1540,1 - Junior,16,Hardware,Request,2 - Normal,0 - Unassigned,32,3 - Highly satisfied
4654,818,1 - Junior,7,Systems,Request,2 - Normal,2 - Medium,18,3 - Highly satisfied
4655,1295,4 - Management,2,Software,Request,2 - Normal,3 - High,4,3 - Highly satisfied
4656,1478,2 - Regular,32,Access/Login,Request,2 - Normal,3 - High,0,1 - Unsatisfied
4657,598,1 - Junior,9,Software,Request,2 - Normal,1 - Low,13,2 - Satisfied
4658,1932,4 - Management,2,Access/Login,Request,2 - Normal,0 - Unassigned,0,0 - Unknown
4659,20,1 - Junior,9,Systems,Request,2 - Normal,1 - Low,22,3 - Highly satisfied
4660,1792,1 - Junior,29,Access/Login,Request,2 - Normal,0 - Unassigned,0,3 - Highly satisfied
4661,143,4 - Management,38,Access/Login,Request,2 - Normal,3 - High,0,0 - Unknown
4662,590,4 - Management,22,Systems,Request,2 - Normal,0 - Unassigned,18,1 - Unsatisfied
4663,1239,2 - Regular,31,Hardware,Request,2 - Normal,3 - High,10,2 - Satisfied
4664,437,1 - Junior,50,Access/Login,Request,2 - Normal,0 - Unassigned,0,1 - Unsatisfied
4665,734,1 - Junior,36,Systems,Request,1 - Minor,2 - Medium,5,3 - Highly satisfied
4666,1493,2 - Regular,34,Systems,Request,2 - Normal,3 - High,8,0 - Unknown
4667,181,2 - Regular,18,Systems,Request,2 - Normal,0 - Unassigned,12,3 - Highly satisfied
4668,137,2 - Regular,40,Systems,Request,2 - Normal,2 - Medium,6,1 - Unsatisfied
4669,630,1 - Junior,12,Access/Login,Request,2 - Normal,0 - Unassigned,0,3 - Highly satisfied
4670,1090,4 - Management,41,Hardware,Request,2 - Normal,3 - High,10,2 - Satisfied
4671,1611,3 - Senior,3,Systems,Request,2 - Normal,3 - High,14,2 - Satisfied
4672,935,2 - Regular,19,Access/Login,Request,2 - Normal,0 - Unassigned,1,3 - Highly satisfied
4673,765,2 - Regular,13,Access/Login,Request,2 - Normal,0 - Unassigned,0,1 - Unsatisfied
4674,967,2 - Regular,14,Systems,Issue,2 - Normal,1 - Low,4,2 - Satisfied
4675,346,3 - Senior,30,Software,Request,2 - Normal,2 - Medium,5,2 - Satisfied
4676,996,2 - Regular,41,Systems,Issue,2 - Normal,0 - Unassigned,3,3 - Highly satisfied
4677,423,4 - Management,37,Software,Request,3 - Major,3 - High,7,0 - Unknown
4678,136,1 - Junior,28,Systems,Issue,2 - Normal,0 - Unassigned,12,0 - Unknown
4679,444,2 - Regular,22,Software,Issue,2 - Normal,3 - High,4,1 - Unsatisfied
4680,109,4 - Management,45,Software,Request,2 - Normal,3 - High,3,3 - Highly satisfied
4681,664,2 - Regular,34,Systems,Request,3 - Major,0 - Unassigned,6,0 - Unknown
4682,1374,3 - Senior,23,Systems,Request,2 - Normal,3 - High,6,3 - Highly satisfied
4683,975,4 - Management,28,Access/Login,Request,2 - Normal,3 - High,0,2 - Satisfied
4684,1823,4 - Management,27,Systems,Request,2 - Normal,0 - Unassigned,8,3 - Highly satisfied
4685,1694,3 - Senior,44,Systems,Issue,2 - Normal,1 - Low,7,1 - Unsatisfied
4686,861,4 - Management,39,Access/Login,Issue,2 - Normal,3 - High,0,1 - Unsatisfied
4687,1402,1 - Junior,31,Systems,Request,2 - Normal,1 - Low,8,3 - Highly satisfied
4688,1263,3 - Senior,40,Software,Issue,2 - Normal,3 - High,2,1 - Unsatisfied
4689,938,3 - Senior,18,Systems,Request,2 - Normal,0 - Unassigned,6,2 - Satisfied
4690,1006,4 - Management,14,Systems,Request,2 - Normal,2 - Medium,14,2 - Satisfied
4691,1038,2 - Regular,14,Software,Request,2 - Normal,3 - High,11,0 - Unknown
4692,389,2 - Regular,33,Systems,Request,2 - Normal,0 - Unassigned,7,3 - Highly satisfied
4693,48,4 - Management,7,Systems,Request,2 - Normal,0 - Unassigned,15,0 - Unknown
4694,127,4 - Management,11,Access/Login,Request,2 - Normal,3 - High,2,3 - Highly satisfied
4695,533,3 - Senior,13,Software,Request,2 - Normal,0 - Unassigned,10,1 - Unsatisfied
4696,980,4 - Management,48,Systems,Request,2 - Normal,3 - High,5,0 - Unknown
4697,202,4 - Management,31,Software,Issue,3 - Major,3 - High,2,0 - Unknown
4698,1818,2 - Regular,39,Access/Login,Request,2 - Normal,3 - High,1,1 - Unsatisfied
4699,867,3 - Senior,26,Systems,Issue,2 - Normal,3 - High,2,3 - Highly satisfied
4700,1389,2 - Regular,22,Access/Login,Request,2 - Normal,3 - High,2,0 - Unknown
4701,345,1 - Junior,18,Software,Request,3 - Major,0 - Unassigned,8,1 - Unsatisfied
4702,1608,2 - Regular,19,Systems,Request,2 - Normal,1 - Low,13,1 - Unsatisfied
4703,1025,3 - Senior,47,Access/Login,Request,2 - Normal,3 - High,0,0 - Unknown
4704,458,3 - Senior,19,Systems,Request,2 - Normal,3 - High,6,1 - Unsatisfied
4705,1383,1 - Junior,20,Software,Request,2 - Normal,1 - Low,7,1 - Unsatisfied
4706,932,4 - Management,5,Access/Login,Request,2 - Normal,3 - High,0,2 - Satisfied
4707,320,2 - Regular,25,Access/Login,Request,2 - Normal,1 - Low,0,2 - Satisfied
4708,316,4 - Management,7,Systems,Request,2 - Normal,3 - High,19,1 - Unsatisfied
4709,908,1 - Junior,12,Systems,Issue,2 - Normal,3 - High,1,0 - Unknown
4710,1874,1 - Junior,45,Hardware,Request,2 - Normal,2 - Medium,10,3 - Highly satisfied
4711,1298,2 - Regular,20,Access/Login,Issue,2 - Normal,1 - Low,0,1 - Unsatisfied
4712,1526,3 - Senior,18,Software,Request,2 - Normal,1 - Low,9,3 - Highly satisfied
4713,1928,3 - Senior,12,Software,Request,2 - Normal,3 - High,2,2 - Satisfied
4714,479,2 - Regular,21,Systems,Request,2 - Normal,1 - Low,6,3 - Highly satisfied
4715,1726,3 - Senior,9,Systems,Request,2 - Normal,3 - High,5,3 - Highly satisfied
4716,987,1 - Junior,23,Access/Login,Request,2 - Normal,2 - Medium,1,2 - Satisfied
4717,1968,1 - Junior,39,Systems,Issue,2 - Normal,2 - Medium,3,1 - Unsatisfied
4718,324,2 - Regular,23,Software,Request,3 - Major,2 - Medium,7,3 - Highly satisfied
4719,947,3 - Senior,22,Access/Login,Issue,2 - Normal,0 - Unassigned,1,1 - Unsatisfied
4720,1255,1 - Junior,29,Access/Login,Request,0 - Unclassified,3 - High,0,0 - Unknown
4721,1606,4 - Management,36,Software,Request,2 - Normal,3 - High,3,3 - Highly satisfied
4722,188,2 - Regular,2,Software,Request,2 - Normal,0 - Unassigned,6,2 - Satisfied
4723,772,3 - Senior,36,Access/Login,Request,2 - Normal,3 - High,0,3 - Highly satisfied
4724,1730,1 - Junior,29,Hardware,Request,2 - Normal,0 - Unassigned,11,3 - Highly satisfied
4725,1898,2 - Regular,5,Systems,Issue,2 - Normal,3 - High,2,2 - Satisfied
4726,619,1 - Junior,8,Systems,Request,2 - Normal,1 - Low,8,3 - Highly satisfied
4727,1913,2 - Regular,28,Software,Request,2 - Normal,0 - Unassigned,14,1 - Unsatisfied
4728,1641,2 - Regular,36,Access/Login,Issue,2 - Normal,0 - Unassigned,0,3 - Highly satisfied
4729,1295,4 - Management,37,Access/Login,Request,2 - Normal,3 - High,0,3 - Highly satisfied
4730,284,2 - Regular,44,Software,Request,3 - Major,1 - Low,6,3 - Highly satisfied
4731,1478,2 - Regular,32,Access/Login,Request,2 - Normal,2 - Medium,0,2 - Satisfied
4732,988,2 - Regular,34,Access/Login,Issue,2 - Normal,2 - Medium,1,3 - Highly satisfied
4733,1130,2 - Regular,16,Access/Login,Request,2 - Normal,3 - High,0,3 - Highly satisfied
4734,512,1 - Junior,42,Hardware,Request,2 - Normal,3 - High,12,3 - Highly satisfied
4735,1977,1 - Junior,48,Systems,Request,2 - Normal,1 - Low,14,2 - Satisfied
4736,546,3 - Senior,26,Hardware,Issue,2 - Normal,0 - Unassigned,7,0 - Unknown
4737,1460,4 - Management,35,Systems,Request,2 - Normal,0 - Unassigned,15,2 - Satisfied
4738,109,4 - Management,21,Systems,Request,1 - Minor,0 - Unassigned,6,3 - Highly satisfied
4739,1520,4 - Management,43,Systems,Request,2 - Normal,0 - Unassigned,6,3 - Highly satisfied
4740,1880,2 - Regular,26,Access/Login,Issue,2 - Normal,2 - Medium,0,3 - Highly satisfied
4741,1538,4 - Management,21,Systems,Issue,2 - Normal,3 - High,2,3 - Highly satisfied
4742,1743,3 - Senior,45,Access/Login,Request,2 - Normal,0 - Unassigned,0,3 - Highly satisfied
4743,1551,3 - Senior,24,Systems,Request,2 - Normal,2 - Medium,14,0 - Unknown
4744,235,3 - Senior,15,Systems,Request,2 - Normal,3 - High,5,3 - Highly satisfied
4745,1479,2 - Regular,32,Software,Request,2 - Normal,2 - Medium,3,2 - Satisfied
4746,599,2 - Regular,48,Hardware,Issue,2 - Normal,3 - High,11,2 - Satisfied
4747,1001,3 - Senior,15,Access/Login,Request,2 - Normal,1 - Low,0,0 - Unknown
4748,1034,2 - Regular,12,Access/Login,Request,2 - Normal,1 - Low,0,2 - Satisfied
4749,1664,2 - Regular,13,Systems,Issue,1 - Minor,2 - Medium,5,1 - Unsatisfied
4750,327,2 - Regular,14,Systems,Request,2 - Normal,3 - High,6,0 - Unknown
4751,542,3 - Senior,12,Systems,Request,2 - Normal,0 - Unassigned,8,0 - Unknown
4752,1702,4 - Management,37,Software,Issue,1 - Minor,3 - High,1,3 - Highly satisfied
4753,126,1 - Junior,37,Access/Login,Request,2 - Normal,1 - Low,1,3 - Highly satisfied
4754,339,2 - Regular,33,Hardware,Request,2 - Normal,2 - Medium,22,0 - Unknown
4755,624,1 - Junior,13,Systems,Request,2 - Normal,1 - Low,16,1 - Unsatisfied
4756,1509,3 - Senior,22,Systems,Request,2 - Normal,3 - High,17,2 - Satisfied
4757,1112,2 - Regular,27,Software,Issue,2 - Normal,2 - Medium,6,0 - Unknown
4758,1951,2 - Regular,9,Systems,Request,2 - Normal,2 - Medium,8,2 - Satisfied
4759,1953,2 - Regular,38,Systems,Request,2 - Normal,1 - Low,14,3 - Highly satisfied
4760,601,2 - Regular,29,Software,Request,3 - Major,3 - High,4,3 - Highly satisfied
4761,1203,3 - Senior,13,Access/Login,Issue,2 - Normal,3 - High,1,1 - Unsatisfied
4762,379,1 - Junior,17,Systems,Request,1 - Minor,0 - Unassigned,8,2 - Satisfied
4763,1730,1 - Junior,37,Systems,Request,2 - Normal,0 - Unassigned,7,2 - Satisfied
4764,84,2 - Regular,38,Systems,Issue,2 - Normal,2 - Medium,2,3 - Highly satisfied
4765,885,3 - Senior,3,Systems,Request,2 - Normal,3 - High,15,0 - Unknown
4766,810,3 - Senior,36,Access/Login,Request,2 - Normal,3 - High,0,1 - Unsatisfied
4767,902,4 - Management,17,Access/Login,Request,2 - Normal,3 - High,0,3 - Highly satisfied
4768,1235,2 - Regular,18,Access/Login,Issue,2 - Normal,1 - Low,3,3 - Highly satisfied
4769,1054,2 - Regular,34,Systems,Request,2 - Normal,1 - Low,7,3 - Highly satisfied
4770,1982,3 - Senior,40,Systems,Issue,2 - Normal,2 - Medium,10,3 - Highly satisfied
4771,435,4 - Management,33,Access/Login,Request,2 - Normal,3 - High,0,0 - Unknown
4772,1984,2 - Regular,23,Hardware,Issue,2 - Normal,0 - Unassigned,19,0 - Unknown
4773,1746,3 - Senior,30,Access/Login,Request,2 - Normal,2 - Medium,0,2 - Satisfied
4774,967,2 - Regular,42,Access/Login,Request,2 - Normal,0 - Unassigned,0,2 - Satisfied
4775,591,2 - Regular,32,Software,Request,2 - Normal,1 - Low,18,0 - Unknown
4776,821,1 - Junior,34,Access/Login,Request,2 - Normal,0 - Unassigned,0,3 - Highly satisfied
4777,1452,1 - Junior,29,Systems,Request,2 - Normal,1 - Low,10,2 - Satisfied
4778,997,2 - Regular,15,Systems,Request,2 - Normal,0 - Unassigned,6,0 - Unknown
4779,15,4 - Management,7,Software,Issue,2 - Normal,3 - High,8,1 - Unsatisfied
4780,1432,2 - Regular,40,Systems,Request,2 - Normal,3 - High,6,3 - Highly satisfied
4781,1877,4 - Management,1,Hardware,Request,2 - Normal,0 - Unassigned,35,3 - Highly satisfied
4782,744,2 - Regular,41,Hardware,Issue,2 - Normal,3 - High,10,0 - Unknown
4783,1650,1 - Junior,11,Systems,Request,2 - Normal,3 - High,5,0 - Unknown
4784,1706,2 - Regular,16,Systems,Request,2 - Normal,0 - Unassigned,6,3 - Highly satisfied
4785,1666,1 - Junior,38,Systems,Request,2 - Normal,2 - Medium,14,1 - Unsatisfied
4786,1788,3 - Senior,21,Access/Login,Issue,2 - Normal,3 - High,0,3 - Highly satisfied
4787,1256,4 - Management,38,Access/Login,Request,2 - Normal,3 - High,0,2 - Satisfied
4788,1763,3 - Senior,26,Access/Login,Request,3 - Major,3 - High,1,0 - Unknown
4789,919,2 - Regular,47,Software,Issue,2 - Normal,1 - Low,0,2 - Satisfied
4790,364,3 - Senior,35,Systems,Request,2 - Normal,3 - High,5,0 - Unknown
4791,1808,2 - Regular,19,Systems,Request,0 - Unclassified,2 - Medium,6,3 - Highly satisfied
4792,943,3 - Senior,48,Systems,Request,2 - Normal,2 - Medium,17,0 - Unknown
4793,1030,3 - Senior,11,Systems,Issue,2 - Normal,3 - High,3,0 - Unknown
4794,1927,2 - Regular,38,Hardware,Request,2 - Normal,3 - High,10,0 - Unknown
4795,1786,1 - Junior,36,Systems,Request,3 - Major,1 - Low,24,0 - Unknown
4796,587,1 - Junior,41,Systems,Request,2 - Normal,2 - Medium,13,0 - Unknown
4797,651,4 - Management,26,Software,Issue,4 - Critical,3 - High,4,3 - Highly satisfied
4798,36,4 - Management,3,Software,Request,2 - Normal,3 - High,13,1 - Unsatisfied
4799,1969,3 - Senior,7,Systems,Request,2 - Normal,0 - Unassigned,13,2 - Satisfied
4800,1325,3 - Senior,44,Access/Login,Issue,2 - Normal,0 - Unassigned,0,0 - Unknown
4801,906,4 - Management,14,Access/Login,Request,2 - Normal,3 - High,1,3 - Highly satisfied
4802,1212,4 - Management,29,Systems,Request,3 - Major,0 - Unassigned,5,1 - Unsatisfied
4803,1362,2 - Regular,10,Systems,Request,2 - Normal,2 - Medium,7,3 - Highly satisfied
4804,1343,2 - Regular,44,Systems,Request,2 - Normal,3 - High,8,1 - Unsatisfied
4805,1271,2 - Regular,5,Software,Request,2 - Normal,2 - Medium,17,0 - Unknown
4806,344,4 - Management,23,Software,Request,2 - Normal,0 - Unassigned,3,1 - Unsatisfied
4807,46,4 - Management,30,Software,Request,2 - Normal,3 - High,3,3 - Highly satisfied
4808,1329,3 - Senior,50,Systems,Request,2 - Normal,0 - Unassigned,16,1 - Unsatisfied
4809,563,3 - Senior,12,Systems,Request,2 - Normal,1 - Low,9,3 - Highly satisfied
4810,662,2 - Regular,13,Software,Issue,0 - Unclassified,2 - Medium,5,2 - Satisfied
4811,1636,4 - Management,1,Access/Login,Request,2 - Normal,3 - High,1,2 - Satisfied
4812,245,1 - Junior,45,Systems,Request,2 - Normal,1 - Low,6,0 - Unknown
4813,561,3 - Senior,49,Software,Request,2 - Normal,2 - Medium,15,1 - Unsatisfied
4814,1035,1 - Junior,44,Systems,Request,2 - Normal,0 - Unassigned,19,0 - Unknown
4815,8,2 - Regular,2,Hardware,Request,3 - Major,0 - Unassigned,12,3 - Highly satisfied
4816,216,4 - Management,26,Systems,Request,2 - Normal,3 - High,15,2 - Satisfied
4817,775,2 - Regular,47,Access/Login,Request,3 - Major,3 - High,0,3 - Highly satisfied
4818,455,2 - Regular,37,Systems,Request,2 - Normal,2 - Medium,7,1 - Unsatisfied
4819,1447,4 - Management,28,Systems,Issue,2 - Normal,0 - Unassigned,8,2 - Satisfied
4820,677,4 - Management,9,Hardware,Request,2 - Normal,0 - Unassigned,29,3 - Highly satisfied
4821,141,3 - Senior,23,Access/Login,Request,3 - Major,0 - Unassigned,0,2 - Satisfied
4822,1830,3 - Senior,47,Systems,Request,2 - Normal,3 - High,6,3 - Highly satisfied
4823,400,1 - Junior,13,Systems,Issue,2 - Normal,2 - Medium,13,0 - Unknown
4824,516,1 - Junior,48,Access/Login,Issue,2 - Normal,3 - High,0,0 - Unknown
4825,1228,4 - Management,5,Software,Request,2 - Normal,0 - Unassigned,5,2 - Satisfied
4826,635,1 - Junior,44,Systems,Request,2 - Normal,3 - High,5,0 - Unknown
4827,1398,4 - Management,20,Systems,Request,2 - Normal,3 - High,7,0 - Unknown
4828,554,2 - Regular,49,Systems,Request,2 - Normal,0 - Unassigned,10,1 - Unsatisfied
4829,1607,1 - Junior,5,Access/Login,Request,2 - Normal,2 - Medium,1,3 - Highly satisfied
4830,1360,4 - Management,30,Systems,Request,1 - Minor,0 - Unassigned,9,1 - Unsatisfied
4831,168,4 - Management,22,Hardware,Request,2 - Normal,3 - High,26,2 - Satisfied
4832,1074,2 - Regular,4,Access/Login,Issue,2 - Normal,0 - Unassigned,0,3 - Highly satisfied
4833,1005,2 - Regular,41,Systems,Request,2 - Normal,1 - Low,20,0 - Unknown
4834,388,3 - Senior,8,Software,Request,2 - Normal,0 - Unassigned,3,3 - Highly satisfied
4835,1201,1 - Junior,10,Access/Login,Request,2 - Normal,0 - Unassigned,0,1 - Unsatisfied
4836,328,2 - Regular,4,Systems,Request,2 - Normal,2 - Medium,24,0 - Unknown
4837,839,4 - Management,21,Systems,Request,2 - Normal,3 - High,8,0 - Unknown
4838,1887,4 - Management,13,Hardware,Request,2 - Normal,0 - Unassigned,32,1 - Unsatisfied
4839,492,3 - Senior,13,Software,Request,2 - Normal,3 - High,12,2 - Satisfied
4840,759,1 - Junior,30,Systems,Request,2 - Normal,1 - Low,12,0 - Unknown
4841,1982,3 - Senior,25,Access/Login,Request,2 - Normal,3 - High,0,3 - Highly satisfied
4842,1037,1 - Junior,38,Software,Issue,2 - Normal,1 - Low,4,2 - Satisfied
4843,1538,4 - Management,48,Hardware,Request,2 - Normal,3 - High,10,3 - Highly satisfied
4844,1406,3 - Senior,35,Access/Login,Request,2 - Normal,3 - High,0,3 - Highly satisfied
4845,1281,2 - Regular,21,Systems,Request,2 - Normal,3 - High,5,3 - Highly satisfied
4846,1834,2 - Regular,6,Access/Login,Issue,2 - Normal,0 - Unassigned,1,1 - Unsatisfied
4847,955,1 - Junior,25,Software,Issue,2 - Normal,0 - Unassigned,9,3 - Highly satisfied
4848,877,2 - Regular,26,Hardware,Request,2 - Normal,3 - High,19,2 - Satisfied
4849,617,1 - Junior,23,Access/Login,Issue,2 - Normal,2 - Medium,0,2 - Satisfied
4850,2000,2 - Regular,33,Systems,Issue,3 - Major,2 - Medium,3,2 - Satisfied
4851,464,2 - Regular,17,Access/Login,Request,2 - Normal,3 - High,0,3 - Highly satisfied
4852,1414,1 - Junior,38,Software,Issue,2 - Normal,1 - Low,2,3 - Highly satisfied
4853,1801,3 - Senior,35,Systems,Request,2 - Normal,0 - Unassigned,9,3 - Highly satisfied
4854,1800,2 - Regular,47,Software,Request,2 - Normal,3 - High,4,0 - Unknown
4855,826,1 - Junior,50,Access/Login,Issue,2 - Normal,1 - Low,0,1 - Unsatisfied
4856,338,1 - Junior,5,Systems,Request,2 - Normal,2 - Medium,10,3 - Highly satisfied
4857,1900,4 - Management,31,Software,Issue,3 - Major,3 - High,2,3 - Highly satisfied
4858,1109,3 - Senior,30,Access/Login,Request,2 - Normal,2 - Medium,1,2 - Satisfied
4859,1987,1 - Junior,47,Systems,Request,2 - Normal,3 - High,6,2 - Satisfied
4860,236,2 - Regular,3,Hardware,Request,2 - Normal,3 - High,26,0 - Unknown
4861,1184,1 - Junior,40,Systems,Request,2 - Normal,0 - Unassigned,24,3 - Highly satisfied
4862,30,2 - Regular,22,Systems,Request,2 - Normal,1 - Low,15,1 - Unsatisfied
4863,816,3 - Senior,33,Software,Request,2 - Normal,3 - High,3,3 - Highly satisfied
4864,1014,1 - Junior,20,Software,Request,3 - Major,0 - Unassigned,7,0 - Unknown
4865,1105,2 - Regular,30,Systems,Request,2 - Normal,3 - High,5,0 - Unknown
4866,1773,2 - Regular,27,Systems,Request,2 - Normal,3 - High,8,3 - Highly satisfied
4867,701,1 - Junior,13,Access/Login,Request,2 - Normal,2 - Medium,2,1 - Unsatisfied
4868,1687,1 - Junior,28,Access/Login,Issue,2 - Normal,0 - Unassigned,0,1 - Unsatisfied
4869,1901,2 - Regular,27,Software,Issue,2 - Normal,3 - High,0,3 - Highly satisfied
4870,1102,1 - Junior,4,Systems,Issue,2 - Normal,3 - High,3,0 - Unknown
4871,1013,4 - Management,18,Software,Request,2 - Normal,3 - High,3,1 - Unsatisfied
4872,486,4 - Management,48,Software,Request,2 - Normal,3 - High,5,2 - Satisfied
4873,147,2 - Regular,16,Access/Login,Request,2 - Normal,0 - Unassigned,0,3 - Highly satisfied
4874,278,2 - Regular,22,Hardware,Request,1 - Minor,3 - High,19,0 - Unknown
4875,1167,2 - Regular,38,Systems,Issue,2 - Normal,1 - Low,6,1 - Unsatisfied
4876,508,3 - Senior,4,Access/Login,Request,2 - Normal,2 - Medium,1,0 - Unknown
4877,252,3 - Senior,38,Software,Request,2 - Normal,3 - High,2,3 - Highly satisfied
4878,1277,3 - Senior,44,Systems,Request,2 - Normal,3 - High,6,1 - Unsatisfied
4879,407,3 - Senior,17,Software,Request,2 - Normal,3 - High,5,3 - Highly satisfied
4880,230,2 - Regular,8,Software,Request,2 - Normal,3 - High,3,3 - Highly satisfied
4881,1415,2 - Regular,35,Systems,Issue,2 - Normal,0 - Unassigned,2,3 - Highly satisfied
4882,963,1 - Junior,7,Systems,Request,2 - Normal,1 - Low,14,2 - Satisfied
4883,1083,1 - Junior,5,Access/Login,Issue,2 - Normal,0 - Unassigned,0,0 - Unknown
4884,1318,4 - Management,19,Software,Issue,2 - Normal,3 - High,1,2 - Satisfied
4885,1525,3 - Senior,6,Systems,Request,2 - Normal,3 - High,29,0 - Unknown
4886,893,4 - Management,19,Access/Login,Request,2 - Normal,3 - High,1,2 - Satisfied
4887,980,4 - Management,39,Systems,Issue,2 - Normal,2 - Medium,4,1 - Unsatisfied
4888,293,4 - Management,50,Access/Login,Request,2 - Normal,3 - High,1,0 - Unknown
4889,773,2 - Regular,19,Systems,Request,2 - Normal,0 - Unassigned,28,3 - Highly satisfied
4890,75,2 - Regular,27,Systems,Request,3 - Major,3 - High,9,0 - Unknown
4891,1676,3 - Senior,9,Systems,Issue,2 - Normal,3 - High,1,3 - Highly satisfied
4892,1613,3 - Senior,25,Systems,Request,2 - Normal,0 - Unassigned,15,2 - Satisfied
4893,958,4 - Management,40,Systems,Request,2 - Normal,3 - High,5,3 - Highly satisfied
4894,1011,2 - Regular,35,Systems,Request,2 - Normal,1 - Low,14,0 - Unknown
4895,683,4 - Management,32,Access/Login,Request,2 - Normal,3 - High,0,0 - Unknown
4896,938,3 - Senior,8,Systems,Issue,1 - Minor,3 - High,3,2 - Satisfied
