ticket,requestor,RequestorSeniority,ITOwner,FiledAgainst,TicketType,Severity,Priority,daysOpen,label
54076,1480,2 - Regular,18,Systems,Issue,2 - Normal,0 - Unassigned,2,0 - Unknown
54077,143,4 - Management,28,Access/Login,Issue,2 - Normal,3 - High,0,1 - Unsatisfied
54078,572,2 - Regular,3,Access/Login,Request,2 - Normal,0 - Unassigned,0,1 - Unsatisfied
54079,525,4 - Management,3,Systems,Request,2 - Normal,0 - Unassigned,19,1 - Unsatisfied
54080,1993,4 - Management,41,Systems,Request,2 - Normal,0 - Unassigned,5,2 - Satisfied
54081,1697,2 - Regular,41,Software,Request,2 - Normal,1 - Low,3,0 - Unknown
54082,35,2 - Regular,40,Systems,Request,2 - Normal,3 - High,10,2 - Satisfied
54083,247,2 - Regular,20,Systems,Issue,4 - Critical,2 - Medium,12,3 - Highly satisfied
54084,1163,4 - Management,11,Access/Login,Request,2 - Normal,3 - High,0,0 - Unknown
54085,1453,3 - Senior,36,Access/Login,Request,2 - Normal,3 - High,0,3 - Highly satisfied
54086,796,1 - Junior,45,Systems,Request,2 - Normal,3 - High,5,3 - Highly satisfied
54087,1949,1 - Junior,1,Access/Login,Request,2 - Normal,1 - Low,0,2 - Satisfied
54088,1026,3 - Senior,30,Systems,Issue,2 - Normal,2 - Medium,10,2 - Satisfied
54089,870,3 - Senior,48,Hardware,Request,2 - Normal,3 - High,11,0 - Unknown
54090,1727,1 - Junior,41,Access/Login,Request,2 - Normal,0 - Unassigned,0,3 - Highly satisfied
54091,263,3 - Senior,33,Hardware,Request,2 - Normal,3 - High,12,3 - Highly satisfied
54092,353,2 - Regular,24,Systems,Request,2 - Normal,0 - Unassigned,9,0 - Unknown
54093,752,2 - Regular,2,Software,Request,2 - Normal,2 - Medium,4,3 - Highly satisfied
54094,113,4 - Management,32,Access/Login,Issue,2 - Normal,0 - Unassigned,0,1 - Unsatisfied
54095,1608,2 - Regular,17,Systems,Request,2 - Normal,0 - Unassigned,7,0 - Unknown
54096,1643,2 - Regular,17,Systems,Request,2 - Normal,0 - Unassigned,6,3 - Highly satisfied
54097,1584,2 - Regular,8,Systems,Issue,2 - Normal,3 - High,2,3 - Highly satisfied
54098,1109,3 - Senior,29,Access/Login,Issue,1 - Minor,0 - Unassigned,0,3 - Highly satisfied
54099,510,1 - Junior,22,Systems,Issue,2 - Normal,1 - Low,3,0 - Unknown
54100,1110,2 - Regular,44,Systems,Request,2 - Normal,3 - High,5,1 - Unsatisfied
54101,1957,2 - Regular,16,Systems,Request,2 - Normal,2 - Medium,22,3 - Highly satisfied
54102,1069,2 - Regular,10,Access/Login,Request,3 - Major,3 - High,0,2 - Satisfied
54103,1244,4 - Management,24,Systems,Request,2 - Normal,3 - High,5,3 - Highly satisfied
54104,1273,2 - Regular,1,Systems,Request,2 - Normal,3 - High,16,1 - Unsatisfied
54105,917,4 - Management,43,Systems,Request,2 - Normal,3 - High,9,1 - Unsatisfied
54106,616,3 - Senior,24,Software,Request,2 - Normal,2 - Medium,4,0 - Unknown
54107,1219,2 - Regular,5,Access/Login,Request,2 - Normal,0 - Unassigned,0,2 - Satisfied
54108,20,1 - Junior,2,Systems,Request,2 - Normal,1 - Low,10,0 - Unknown
54109,70,1 - Junior,2,Systems,Issue,2 - Normal,1 - Low,7,3 - Highly satisfied
54110,1148,2 - Regular,11,Systems,Request,2 - Normal,0 - Unassigned,8,3 - Highly satisfied
54111,1051,4 - Management,42,Software,Request,2 - Normal,3 - High,2,2 - Satisfied
54112,493,3 - Senior,3,Systems,Request,2 - Normal,0 - Unassigned,22,0 - Unknown
54113,383,2 - Regular,9,Software,Issue,2 - Normal,3 - High,2,3 - Highly satisfied
54114,1960,3 - Senior,7,Access/Login,Issue,2 - Normal,0 - Unassigned,0,2 - Satisfied
54115,1779,2 - Regular,11,Access/Login,Request,2 - Normal,3 - High,0,1 - Unsatisfied
54116,970,2 - Regular,9,Systems,Issue,3 - Major,3 - High,9,0 - Unknown
54117,790,4 - Management,42,Software,Request,2 - Normal,3 - High,8,0 - Unknown
54118,1013,4 - Management,6,Software,Request,2 - Normal,3 - High,9,3 - Highly satisfied
54119,1663,4 - Management,3,Systems,Request,2 - Normal,0 - Unassigned,12,3 - Highly satisfied
54120,217,2 - Regular,13,Systems,Request,2 - Normal,3 - High,21,0 - Unknown
54121,1650,1 - Junior,16,Hardware,Request,2 - Normal,0 - Unassigned,10,3 - Highly satisfied
54122,1626,2 - Regular,7,Software,Request,2 - Normal,2 - Medium,8,0 - Unknown
54123,1227,2 - Regular,39,Systems,Request,4 - Critical,3 - High,18,1 - Unsatisfied
54124,1022,1 - Junior,18,Access/Login,Request,2 - Normal,2 - Medium,1,3 - Highly satisfied
54125,1134,2 - Regular,7,Software,Issue,3 - Major,0 - Unassigned,4,2 - Satisfied
54126,665,3 - Senior,28,Access/Login,Request,2 - Normal,0 - Unassigned,1,1 - Unsatisfied
54127,1747,2 - Regular,9,Systems,Request,3 - Major,0 - Unassigned,14,0 - Unknown
54128,554,2 - Regular,32,Systems,Request,3 - Major,3 - High,17,1 - Unsatisfied
54129,1238,1 - Junior,4,Systems,Request,2 - Normal,0 - Unassigned,14,1 - Unsatisfied
54130,1128,2 - Regular,33,Software,Issue,2 - Normal,3 - High,2,3 - Highly satisfied
54131,1830,3 - Senior,45,Systems,Request,2 - Normal,3 - High,7,0 - Unknown
54132,741,1 - Junior,4,Hardware,Request,2 - Normal,1 - Low,32,3 - Highly satisfied
54133,96,4 - Management,40,Systems,Request,2 - Normal,0 - Unassigned,7,2 - Satisfied
54134,60,4 - Management,49,Software,Issue,3 - Major,0 - Unassigned,2,2 - Satisfied
54135,285,2 - Regular,27,Hardware,Issue,3 - Major,1 - Low,9,3 - Highly satisfied
54136,472,2 - Regular,14,Systems,Request,2 - Normal,3 - High,11,3 - Highly satisfied
54137,1906,2 - Regular,11,Systems,Request,2 - Normal,1 - Low,19,3 - Highly satisfied
54138,1055,3 - Senior,24,Access/Login,Request,2 - Normal,3 - High,0,3 - Highly satisfied
54139,344,4 - Management,21,Access/Login,Request,2 - Normal,0 - Unassigned,0,3 - Highly satisfied
54140,1646,2 - Regular,27,Access/Login,Issue,2 - Normal,3 - High,1,3 - Highly satisfied
54141,1069,2 - Regular,36,Hardware,Request,2 - Normal,2 - Medium,10,0 - Unknown
54142,1474,3 - Senior,22,Systems,Request,2 - Normal,1 - Low,17,1 - Unsatisfied
54143,1833,1 - Junior,7,Access/Login,Request,2 - Normal,1 - Low,1,0 - Unknown
54144,697,4 - Management,24,Systems,Issue,2 - Normal,0 - Unassigned,2,2 - Satisfied
54145,1335,4 - Management,48,Systems,Request,2 - Normal,0 - Unassigned,7,3 - Highly satisfied
54146,1823,4 - Management,36,Systems,Issue,2 - Normal,3 - High,1,3 - Highly satisfied
54147,987,1 - Junior,35,Systems,Issue,2 - Normal,1 - Low,3,0 - Unknown
54148,594,2 - Regular,23,Hardware,Issue,2 - Normal,0 - Unassigned,5,2 - Satisfied
54149,416,3 - Senior,15,Access/Login,Request,2 - Normal,0 - Unassigned,0,2 - Satisfied
54150,1069,2 - Regular,11,Systems,Request,2 - Normal,2 - Medium,12,2 - Satisfied
54151,1225,3 - Senior,50,Hardware,Request,2 - Normal,0 - Unassigned,27,0 - Unknown
54152,1419,1 - Junior,41,Software,Request,2 - Normal,1 - Low,7,2 - Satisfied
54153,378,3 - Senior,12,Access/Login,Issue,2 - Normal,3 - High,0,3 - Highly satisfied
54154,1759,2 - Regular,49,Access/Login,Issue,2 - Normal,1 - Low,0,2 - Satisfied
54155,1992,2 - Regular,16,Software,Issue,2 - Normal,0 - Unassigned,2,1 - Unsatisfied
54156,1652,4 - Management,31,Software,Request,2 - Normal,3 - High,5,3 - Highly satisfied
54157,462,1 - Junior,35,Systems,Request,2 - Normal,0 - Unassigned,7,2 - Satisfied
54158,142,2 - Regular,2,Software,Request,2 - Normal,0 - Unassigned,4,0 - Unknown
54159,450,3 - Senior,31,Access/Login,Issue,2 - Normal,2 - Medium,0,3 - Highly satisfied
54160,979,3 - Senior,43,Systems,Request,2 - Normal,3 - High,8,2 - Satisfied
54161,527,2 - Regular,32,Access/Login,Request,2 - Normal,0 - Unassigned,0,3 - Highly satisfied
54162,1559,3 - Senior,27,Access/Login,Request,2 - Normal,3 - High,0,0 - Unknown
54163,78,3 - Senior,39,Access/Login,Request,2 - Normal,0 - Unassigned,2,1 - Unsatisfied
54164,1030,3 - Senior,42,Access/Login,Request,2 - Normal,0 - Unassigned,0,0 - Unknown
54165,184,1 - Junior,28,Systems,Issue,1 - Minor,1 - Low,11,1 - Unsatisfied
54166,283,2 - Regular,6,Access/Login,Request,2 - Normal,3 - High,0,0 - Unknown
54167,1557,2 - Regular,15,Access/Login,Request,1 - Minor,3 - High,0,1 - Unsatisfied
54168,1348,4 - Management,42,Software,Request,2 - Normal,3 - High,3,3 - Highly satisfied
54169,1556,4 - Management,7,Software,Request,2 - Normal,0 - Unassigned,9,0 - Unknown
54170,1645,2 - Regular,42,Access/Login,Request,2 - Normal,0 - Unassigned,0,3 - Highly satisfied
54171,295,2 - Regular,31,Hardware,Issue,2 - Normal,3 - High,7,3 - Highly satisfied
54172,932,4 - Management,43,Systems,Issue,2 - Normal,2 - Medium,6,0 - Unknown
54173,1279,1 - Junior,46,Access/Login,Request,2 - Normal,0 - Unassigned,0,2 - Satisfied
54174,284,2 - Regular,45,Access/Login,Request,2 - Normal,3 - High,0,3 - Highly satisfied
54175,1735,1 - Junior,8,Systems,Request,2 - Normal,2 - Medium,6,3 - Highly satisfied
54176,491,1 - Junior,42,Systems,Request,2 - Normal,1 - Low,6,0 - Unknown
54177,1279,1 - Junior,39,Access/Login,Request,2 - Normal,0 - Unassigned,2,2 - Satisfied
54178,1362,2 - Regular,33,Systems,Issue,2 - Normal,3 - High,1,0 - Unknown
54179,992,1 - Junior,6,Access/Login,Request,2 - Normal,2 - Medium,2,1 - Unsatisfied
54180,50,2 - Regular,9,Systems,Issue,2 - Normal,0 - Unassigned,2,2 - Satisfied
54181,393,2 - Regular,42,Access/Login,Issue,2 - Normal,0 - Unassigned,0,0 - Unknown
54182,1902,4 - Management,40,Access/Login,Request,2 - Normal,3 - High,0,0 - Unknown
54183,1566,2 - Regular,48,Systems,Request,2 - Normal,3 - High,12,3 - Highly satisfied
54184,995,4 - Management,28,Systems,Request,1 - Minor,3 - High,20,0 - Unknown
54185,1789,2 - Regular,6,Systems,Request,2 - Normal,0 - Unassigned,16,0 - Unknown
54186,775,2 - Regular,20,Systems,Request,2 - Normal,3 - High,7,2 - Satisfied
54187,1079,1 - Junior,32,Systems,Issue,2 - Normal,0 - Unassigned,3,3 - Highly satisfied
54188,1696,1 - Junior,11,Systems,Issue,2 - Normal,1 - Low,5,0 - Unknown
54189,533,3 - Senior,15,Access/Login,Issue,2 - Normal,0 - Unassigned,0,0 - Unknown
54190,1924,1 - Junior,2,Access/Login,Issue,2 - Normal,0 - Unassigned,0,3 - Highly satisfied
54191,1564,4 - Management,13,Access/Login,Request,2 - Normal,3 - High,0,0 - Unknown
54192,1054,2 - Regular,31,Software,Issue,2 - Normal,3 - High,5,0 - Unknown
54193,565,2 - Regular,25,Hardware,Issue,2 - Normal,1 - Low,17,1 - Unsatisfied
54194,1272,3 - Senior,10,Access/Login,Request,2 - Normal,3 - High,0,3 - Highly satisfied
54195,745,4 - Management,17,Systems,Request,3 - Major,0 - Unassigned,5,3 - Highly satisfied
54196,257,2 - Regular,32,Systems,Request,2 - Normal,3 - High,5,1 - Unsatisfied
54197,248,2 - Regular,45,Access/Login,Request,2 - Normal,2 - Medium,1,3 - Highly satisfied
54198,1528,4 - Management,17,Software,Request,2 - Normal,0 - Unassigned,2,2 - Satisfied
54199,1000,3 - Senior,46,Software,Request,2 - Normal,0 - Unassigned,10,3 - Highly satisfied
54200,1886,3 - Senior,41,Software,Issue,2 - Normal,3 - High,2,0 - Unknown
54201,1072,3 - Senior,9,Hardware,Request,2 - Normal,0 - Unassigned,11,0 - Unknown
54202,715,2 - Regular,20,Access/Login,Request,2 - Normal,3 - High,0,3 - Highly satisfied
54203,1910,2 - Regular,48,Access/Login,Issue,2 - Normal,3 - High,0,3 - Highly satisfied
54204,604,4 - Management,4,Access/Login,Request,2 - Normal,3 - High,1,0 - Unknown
54205,1587,2 - Regular,2,Hardware,Request,2 - Normal,0 - Unassigned,10,2 - Satisfied
54206,732,2 - Regular,43,Systems,Request,2 - Normal,3 - High,7,3 - Highly satisfied
54207,187,2 - Regular,41,Software,Issue,2 - Normal,0 - Unassigned,0,0 - Unknown
54208,1533,2 - Regular,47,Systems,Issue,2 - Normal,0 - Unassigned,2,3 - Highly satisfied
54209,304,4 - Management,43,Systems,Request,2 - Normal,2 - Medium,6,3 - Highly satisfied
54210,315,2 - Regular,37,Access/Login,Issue,2 - Normal,0 - Unassigned,0,2 - Satisfied
54211,1150,2 - Regular,21,Access/Login,Request,2 - Normal,0 - Unassigned,0,3 - Highly satisfied
54212,1810,1 - Junior,50,Access/Login,Request,2 - Normal,2 - Medium,0,1 - Unsatisfied
54213,1574,1 - Junior,15,Systems,Issue,2 - Normal,1 - Low,3,0 - Unknown
54214,58,1 - Junior,48,Access/Login,Request,2 - Normal,2 - Medium,0,3 - Highly satisfied
54215,921,2 - Regular,33,Systems,Request,2 - Normal,3 - High,6,3 - Highly satisfied
54216,1852,2 - Regular,42,Hardware,Request,2 - Normal,3 - High,11,3 - Highly satisfied
54217,1117,2 - Regular,14,Systems,Request,2 - Normal,3 - High,6,3 - Highly satisfied
54218,1771,3 - Senior,4,Access/Login,Request,3 - Major,3 - High,0,0 - Unknown
54219,1352,1 - Junior,15,Systems,Request,2 - Normal,2 - Medium,8,3 - Highly satisfied
54220,757,4 - Management,3,Systems,Issue,2 - Normal,0 - Unassigned,3,1 - Unsatisfied
54221,764,2 - Regular,5,Access/Login,Request,2 - Normal,3 - High,0,3 - Highly satisfied
54222,874,4 - Management,33,Access/Login,Request,2 - Normal,3 - High,0,2 - Satisfied
54223,712,4 - Management,31,Systems,Request,2 - Normal,0 - Unassigned,6,3 - Highly satisfied
54224,1895,1 - Junior,47,Software,Issue,2 - Normal,3 - High,5,2 - Satisfied
54225,1412,2 - Regular,1,Access/Login,Request,2 - Normal,0 - Unassigned,1,0 - Unknown
54226,545,1 - Junior,15,Hardware,Request,2 - Normal,1 - Low,12,1 - Unsatisfied
54227,1137,2 - Regular,5,Access/Login,Request,2 - Normal,2 - Medium,1,3 - Highly satisfied
54228,1429,4 - Management,14,Access/Login,Issue,2 - Normal,3 - High,0,3 - Highly satisfied
54229,354,2 - Regular,36,Software,Request,2 - Normal,3 - High,2,0 - Unknown
54230,751,2 - Regular,31,Systems,Request,2 - Normal,0 - Unassigned,6,3 - Highly satisfied
54231,978,2 - Regular,33,Systems,Request,2 - Normal,0 - Unassigned,15,0 - Unknown
54232,1973,2 - Regular,29,Software,Request,2 - Normal,1 - Low,6,3 - Highly satisfied
54233,1252,4 - Management,5,Access/Login,Request,2 - Normal,3 - High,0,2 - Satisfied
54234,741,1 - Junior,33,Systems,Issue,2 - Normal,1 - Low,9,0 - Unknown
54235,1626,2 - Regular,30,Software,Request,2 - Normal,1 - Low,10,3 - Highly satisfied
54236,203,3 - Senior,36,Systems,Request,2 - Normal,0 - Unassigned,6,3 - Highly satisfied
54237,1437,4 - Management,25,Access/Login,Request,2 - Normal,0 - Unassigned,1,2 - Satisfied
54238,1870,4 - Management,34,Access/Login,Request,2 - Normal,3 - High,0,3 - Highly satisfied
54239,1700,1 - Junior,24,Hardware,Request,2 - Normal,1 - Low,11,3 - Highly satisfied
54240,1269,2 - Regular,2,Software,Request,4 - Critical,3 - High,3,3 - Highly satisfied
54241,1050,2 - Regular,9,Access/Login,Request,2 - Normal,0 - Unassigned,0,2 - Satisfied
54242,472,2 - Regular,49,Software,Request,3 - Major,2 - Medium,10,3 - Highly satisfied
54243,1298,2 - Regular,10,Systems,Request,2 - Normal,1 - Low,7,2 - Satisfied
54244,415,3 - Senior,7,Software,Request,2 - Normal,3 - High,14,1 - Unsatisfied
54245,742,2 - Regular,34,Software,Request,2 - Normal,1 - Low,3,3 - Highly satisfied
54246,1367,1 - Junior,36,Systems,Request,3 - Major,0 - Unassigned,16,0 - Unknown
54247,783,1 - Junior,36,Access/Login,Request,2 - Normal,0 - Unassigned,0,3 - Highly satisfied
54248,611,2 - Regular,29,Software,Request,2 - Normal,0 - Unassigned,4,2 - Satisfied
54249,349,2 - Regular,25,Access/Login,Request,2 - Normal,2 - Medium,0,0 - Unknown
54250,118,2 - Regular,36,Access/Login,Issue,2 - Normal,0 - Unassigned,0,3 - Highly satisfied
54251,1512,3 - Senior,41,Systems,Issue,2 - Normal,3 - High,1,3 - Highly satisfied
54252,1191,2 - Regular,8,Access/Login,Request,2 - Normal,1 - Low,0,0 - Unknown
54253,632,2 - Regular,4,Software,Request,3 - Major,1 - Low,15,2 - Satisfied
54254,310,2 - Regular,8,Software,Request,2 - Normal,0 - Unassigned,5,3 - Highly satisfied
54255,521,3 - Senior,32,Access/Login,Request,2 - Normal,0 - Unassigned,0,1 - Unsatisfied
54256,1738,2 - Regular,22,Systems,Request,2 - Normal,2 - Medium,16,1 - Unsatisfied
54257,632,2 - Regular,19,Access/Login,Request,2 - Normal,3 - High,2,1 - Unsatisfied
54258,1810,1 - Junior,15,Access/Login,Request,2 - Normal,0 - Unassigned,0,2 - Satisfied
54259,1335,4 - Management,3,Systems,Request,2 - Normal,3 - High,22,0 - Unknown
54260,317,1 - Junior,44,Access/Login,Issue,2 - Normal,0 - Unassigned,0,0 - Unknown
54261,1162,4 - Management,11,Systems,Issue,2 - Normal,3 - High,1,3 - Highly satisfied
54262,1721,1 - Junior,48,Hardware,Request,2 - Normal,1 - Low,27,2 - Satisfied
54263,1120,4 - Management,41,Systems,Request,2 - Normal,0 - Unassigned,5,0 - Unknown
54264,33,4 - Management,42,Systems,Request,2 - Normal,0 - Unassigned,5,0 - Unknown
54265,35,2 - Regular,23,Systems,Request,2 - Normal,3 - High,6,1 - Unsatisfied
54266,1975,4 - Management,15,Systems,Request,2 - Normal,0 - Unassigned,5,1 - Unsatisfied
54267,990,3 - Senior,33,Systems,Request,2 - Normal,3 - High,5,0 - Unknown
54268,1114,4 - Management,43,Software,Request,2 - Normal,0 - Unassigned,5,2 - Satisfied
54269,1477,2 - Regular,21,Systems,Request,2 - Normal,2 - Medium,8,3 - Highly satisfied
54270,1402,1 - Junior,25,Systems,Request,2 - Normal,0 - Unassigned,16,1 - Unsatisfied
54271,1125,2 - Regular,23,Systems,Request,2 - Normal,3 - High,6,2 - Satisfied
54272,1067,3 - Senior,47,Hardware,Issue,2 - Normal,3 - High,6,0 - Unknown
54273,1788,3 - Senior,6,Access/Login,Request,1 - Minor,3 - High,0,3 - Highly satisfied
54274,824,4 - Management,26,Software,Request,2 - Normal,3 - High,6,0 - Unknown
54275,1053,2 - Regular,9,Access/Login,Request,2 - Normal,3 - High,0,2 - Satisfied
54276,1660,3 - Senior,29,Systems,Issue,2 - Normal,3 - High,3,2 - Satisfied
54277,1038,2 - Regular,30,Access/Login,Request,2 - Normal,3 - High,0,2 - Satisfied
54278,1101,4 - Management,46,Software,Request,2 - Normal,0 - Unassigned,14,0 - Unknown
54279,1313,1 - Junior,21,Systems,Request,2 - Normal,0 - Unassigned,8,0 - Unknown
54280,13,2 - Regular,5,Systems,Issue,4 - Critical,0 - Unassigned,9,3 - Highly satisfied
54281,1755,2 - Regular,28,Software,Request,2 - Normal,3 - High,15,0 - Unknown
54282,1639,1 - Junior,46,Access/Login,Request,2 - Normal,2 - Medium,0,1 - Unsatisfied
54283,1096,1 - Junior,12,Access/Login,Request,2 - Normal,1 - Low,1,2 - Satisfied
54284,101,1 - Junior,40,Access/Login,Request,2 - Normal,0 - Unassigned,2,2 - Satisfied
54285,121,2 - Regular,21,Access/Login,Request,2 - Normal,3 - High,0,3 - Highly satisfied
54286,599,2 - Regular,38,Access/Login,Issue,3 - Major,0 - Unassigned,1,3 - Highly satisfied
54287,285,2 - Regular,13,Access/Login,Request,2 - Normal,1 - Low,2,0 - Unknown
54288,883,1 - Junior,4,Systems,Issue,3 - Major,0 - Unassigned,6,3 - Highly satisfied
54289,1858,2 - Regular,15,Access/Login,Request,2 - Normal,3 - High,1,2 - Satisfied
54290,1113,2 - Regular,37,Systems,Request,2 - Normal,3 - High,5,0 - Unknown
54291,1368,2 - Regular,31,Software,Issue,2 - Normal,1 - Low,1,3 - Highly satisfied
54292,1691,1 - Junior,31,Access/Login,Request,2 - Normal,0 - Unassigned,0,3 - Highly satisfied
54293,790,4 - Management,7,Software,Issue,0 - Unclassified,3 - High,1,1 - Unsatisfied
54294,901,4 - Management,20,Systems,Request,2 - Normal,0 - Unassigned,7,2 - Satisfied
54295,1112,2 - Regular,48,Software,Issue,2 - Normal,1 - Low,8,3 - Highly satisfied
54296,1717,3 - Senior,28,Systems,Request,2 - Normal,0 - Unassigned,14,0 - Unknown
54297,1307,2 - Regular,3,Access/Login,Issue,2 - Normal,3 - High,0,0 - Unknown
54298,952,2 - Regular,22,Systems,Request,2 - Normal,3 - High,20,2 - Satisfied
54299,610,2 - Regular,33,Access/Login,Request,2 - Normal,2 - Medium,0,3 - Highly satisfied
54300,1972,2 - Regular,4,Systems,Request,0 - Unclassified,3 - High,7,2 - Satisfied
54301,1612,2 - Regular,13,Access/Login,Issue,2 - Normal,2 - Medium,0,1 - Unsatisfied
54302,363,3 - Senior,47,Systems,Request,2 - Normal,3 - High,6,0 - Unknown
54303,1186,3 - Senior,13,Systems,Request,2 - Normal,3 - High,25,1 - Unsatisfied
54304,337,1 - Junior,27,Software,Request,2 - Normal,1 - Low,7,0 - Unknown
54305,29,2 - Regular,49,Access/Login,Request,2 - Normal,0 - Unassigned,1,0 - Unknown
54306,1618,4 - Management,47,Access/Login,Request,2 - Normal,3 - High,0,3 - Highly satisfied
54307,711,2 - Regular,6,Access/Login,Request,2 - Normal,2 - Medium,1,0 - Unknown
54308,706,2 - Regular,44,Software,Request,2 - Normal,1 - Low,14,0 - Unknown
54309,236,2 - Regular,29,Software,Request,2 - Normal,3 - High,5,0 - Unknown
54310,1810,1 - Junior,3,Systems,Request,2 - Normal,2 - Medium,16,1 - Unsatisfied
54311,1816,3 - Senior,50,Software,Request,2 - Normal,3 - High,21,0 - Unknown
54312,1823,4 - Management,2,Systems,Request,2 - Normal,3 - High,7,2 - Satisfied
54313,1793,1 - Junior,43,Systems,Request,2 - Normal,1 - Low,11,3 - Highly satisfied
54314,178,2 - Regular,11,Systems,Request,2 - Normal,2 - Medium,14,2 - Satisfied
54315,513,4 - Management,41,Access/Login,Issue,3 - Major,3 - High,0,3 - Highly satisfied
54316,674,3 - Senior,34,Access/Login,Request,2 - Normal,3 - High,0,3 - Highly satisfied
54317,608,2 - Regular,35,Systems,Request,2 - Normal,0 - Unassigned,8,3 - Highly satisfied
54318,1502,3 - Senior,50,Systems,Request,2 - Normal,0 - Unassigned,13,1 - Unsatisfied
54319,475,2 - Regular,27,Access/Login,Request,2 - Normal,3 - High,0,3 - Highly satisfied
54320,1594,3 - Senior,13,Software,Request,2 - Normal,3 - High,11,0 - Unknown
54321,1138,3 - Senior,35,Hardware,Request,2 - Normal,3 - High,11,3 - Highly satisfied
54322,1523,4 - Management,6,Systems,Request,2 - Normal,2 - Medium,26,1 - Unsatisfied
